,url,has ads
5563,turbo.az,TRUE
5564,biglots.com,TRUE
5565,emarsys.net,TRUE
5566,uw.edu,TRUE
5567,nkiri.com,TRUE
5568,dropcam.com,TRUE
5570,python.ca,TRUE
5573,1688porn.tv,TRUE
5574,gutefrage.net,TRUE
5576,anoboy.show,TRUE
5577,onrender.com,TRUE
5580,freebitco.in,TRUE
5581,sa.com,TRUE
5584,optimumdesk.com,TRUE
5585,countryliving.com,TRUE
5586,quicksetcloud.com,TRUE
5592,amazon.sa,TRUE
5593,leagueofgraphs.com,TRUE
5595,weightwatchers.com,TRUE
5596,squadhelp.com,TRUE
5598,ocn.ne.jp,TRUE
5600,spbtv.com,TRUE
5601,adage.com,TRUE
5604,megamarket.ru,TRUE
5606,ucalgary.ca,TRUE
5607,sbnation.com,TRUE
5608,fmb.la,TRUE
5609,northwesternmutual.com,TRUE
5610,wyborcza.pl,TRUE
5615,manatoki319.net,TRUE
5616,poetryfoundation.org,TRUE
5617,imagemagick.com,TRUE
5626,baomoi.com,TRUE
5630,ladepeche.fr,TRUE
5631,toyokeizai.net,TRUE
5634,newatlas.com,TRUE
5636,purebokep.one,TRUE
5637,nme.com,TRUE
5638,booktoki319.com,TRUE
5642,travelpayouts.com,TRUE
5644,maxpreps.com,TRUE
5648,digiseller.ru,TRUE
5649,mercadolivre.com,TRUE
5652,cigna.com,TRUE
5655,aap.org,TRUE
5657,d-net.pro,TRUE
5659,buymeacoffee.com,TRUE
5662,veeam.com,TRUE
5664,giga.de,TRUE
5665,aboutamazon.com,TRUE
5667,birminghammail.co.uk,TRUE
5668,syr.edu,TRUE
5678,cleveland.com,TRUE
5687,tasteofhome.com,TRUE
5689,vietnamnet.vn,TRUE
5690,f-secure.com,TRUE
5692,maryland.gov,TRUE
5693,so-net.ne.jp,TRUE
5698,se.com,TRUE
5702,capital.fr,TRUE
5705,forrester.com,TRUE
5706,ltn.com.tw,TRUE
5708,sling.com,TRUE
5709,wallapop.com,TRUE
5710,hs.fi,TRUE
5711,washingtonexaminer.com,TRUE
5712,yorku.ca,TRUE
5716,obozrevatel.com,TRUE
5719,americanbar.org,TRUE
5724,newrepublic.com,TRUE
5727,gwars.io,TRUE
5731,krushmedia.com,TRUE
5733,okezone.com,TRUE
5735,ovo.id,TRUE
5736,expediagroup.com,TRUE
5738,freelancer.com,TRUE
5739,surfsharkstatus.com,TRUE
5740,meteoblue.com,TRUE
5744,nap.edu,TRUE
5747,apachetoday.com,TRUE
5752,rainews.it,TRUE
5753,9to5mac.com,TRUE
5754,naukri.com,TRUE
5756,dandomain.dk,TRUE
5758,web.com,TRUE
5760,rtlnieuws.nl,TRUE
5762,ku.edu,TRUE
5764,ura.news,TRUE
5765,ahnlab.com,TRUE
5766,miami.edu,TRUE
5767,youradchoices.com,TRUE
5772,retailrocket.ru,TRUE
5774,stlouisfed.org,TRUE
5775,telus.com,TRUE
5776,zoznam.sk,TRUE
5781,manualslib.com,TRUE
5782,ebay.es,TRUE
5783,sydney.edu.au,TRUE
5793,olx.ro,TRUE
5794,encyclopedia.com,TRUE
5797,swiggy.com,TRUE
5800,utk.edu,TRUE
5801,nv.ua,TRUE
5809,jigsawplanet.com,TRUE
5810,fontanka.ru,TRUE
5811,pixlr.com,TRUE
5813,thriftbooks.com,TRUE
5814,mehrnews.com,TRUE
5816,ilfattoquotidiano.it,TRUE
5817,uadns.com,TRUE
5821,siol.net,TRUE
5823,august.com,TRUE
5827,yinzcam.com,TRUE
5828,dji.com,TRUE
5829,deepai.org,TRUE
5830,olympic.org,TRUE
5834,cio.com,TRUE
5835,daraz.pk,TRUE
5838,certum.pl,TRUE
5839,estadao.com.br,TRUE
5841,digitaljournal.com,TRUE
5842,tampabay.com,TRUE
5848,wbur.org,TRUE
5852,thenation.com,TRUE
5856,irna.ir,TRUE
5857,zoopla.co.uk,TRUE
5858,emerald.com,TRUE
5862,chefkoch.de,TRUE
5865,groww.in,TRUE
5868,retailmenot.com,TRUE
5875,rustore.ru,TRUE
5877,ntp.br,TRUE
5878,getpublica.com,TRUE
5879,eurogamer.net,TRUE
5883,b92.net,TRUE
5884,semana.com,TRUE
5887,tv2.dk,TRUE
5889,gadgets360.com,TRUE
5890,wyndhamhotels.com,TRUE
5893,overdrive.com,TRUE
5896,cargill.com,TRUE
5900,vidio.com,TRUE
5901,artnet.com,TRUE
5903,termly.io,TRUE
5905,readthedocs.org,TRUE
5908,theporndude.com,TRUE
5916,apkmirror.com,TRUE
5918,radissonhotels.com,TRUE
5920,delish.com,TRUE
5921,dailydot.com,TRUE
5922,coub.com,TRUE
5930,cfr.org,TRUE
5932,elementor.com,TRUE
5935,bidvol.com,TRUE
5937,yd6n63ptky.com,TRUE
5938,game8.co,TRUE
5943,huya.com,TRUE
5947,dndbeyond.com,TRUE
5948,sniffies.com,TRUE
5949,ecwid.com,TRUE
5950,placed.com,TRUE
5952,aimtell.com,TRUE
5954,athenahealth.com,TRUE
5957,pagina12.com.ar,TRUE
5960,gao.gov,TRUE
5965,capterra.com,TRUE
5968,five9.com,TRUE
5969,rp.pl,TRUE
5970,tutorialspoint.com,TRUE
5972,storeland.ru,TRUE
5975,championat.com,TRUE
5978,bambuser.com,TRUE
5981,mgtv.com,TRUE
5982,liverpool.com.mx,TRUE
5984,mako.co.il,TRUE
5985,kucoin.com,TRUE
5987,kommersant.ru,TRUE
5988,plista.com,TRUE
5989,lbl.gov,TRUE
5992,pornone.com,TRUE
5993,oecd-ilibrary.org,TRUE
5996,derwesten.de,TRUE
5997,foodandwine.com,TRUE
5998,uvic.ca,TRUE
6000,wynk.in,TRUE
6001,3ds.com,TRUE
6003,drive2.ru,TRUE
6005,sharefile.com,TRUE
6007,carmax.com,TRUE
6008,goindigo.in,TRUE
6009,gamebanana.com,TRUE
6010,cra.cz,TRUE
6012,kinoafisha.info,TRUE
6013,seagate.com,TRUE
6020,shopee.sg,TRUE
6022,lavozdegalicia.es,TRUE
6026,andbeyond.media,TRUE
6029,haberturk.com,TRUE
6033,thenationalnews.com,TRUE
6034,ezoic.net,TRUE
6039,jooble.org,TRUE
6041,asda.com,TRUE
6042,jeuxvideo.com,TRUE
6043,usdoj.gov,TRUE
6047,jugem.jp,TRUE
6048,rp5.ru,TRUE
6049,yoast.com,TRUE
6053,tuoitre.vn,TRUE
6055,catawiki.com,TRUE
6056,dnspod.com,TRUE
6059,theaustralian.com.au,TRUE
6062,sleepnumber.com,TRUE
6064,login.gov,TRUE
6068,liputan6.com,TRUE
6072,cgtn.com,TRUE
6073,ceneo.pl,TRUE
6074,boomtrain.com,TRUE
6075,flippingbook.com,TRUE
6076,xgroovy.com,TRUE
6079,ngrok.io,TRUE
6081,cuhk.edu.hk,TRUE
6090,momoshop.com.tw,TRUE
6091,peplink.com,TRUE
6093,winzip.com,TRUE
6094,rtbhouse.com,TRUE
6095,tiscali.it,TRUE
6096,falabella.com,TRUE
6101,esri.com,TRUE
6103,eadaily.com,TRUE
6104,is.fi,TRUE
6106,sendinblue.com,TRUE
6109,canvaslms.com,TRUE
6112,pitchfork.com,TRUE
6114,skyscrapercity.com,TRUE
6115,boursorama.com,TRUE
6116,complex.com,TRUE
6118,adultfriendfinder.com,TRUE
6119,brainyquote.com,TRUE
6120,technorati.com,TRUE
6127,impact.com,TRUE
6129,aeon.co.jp,TRUE
6131,idc.com,TRUE
6132,homeadvisor.com,TRUE
6133,chipotle.com,TRUE
6135,timesunion.com,TRUE
6136,acuityscheduling.com,TRUE
6137,futbol24.com,TRUE
6138,gocomics.com,TRUE
6141,nur.kz,TRUE
6146,dailystar.co.uk,TRUE
6148,megagroup.ru,TRUE
6149,salesforce-scrt.com,TRUE
6152,tube8.com,TRUE
6155,f95zone.to,TRUE
6156,apkpure.net,TRUE
6157,rgs.ru,TRUE
6162,webcontentassessor.com,TRUE
6165,acint.net,TRUE
6166,365scores.com,TRUE
6167,nla.gov.au,TRUE
6169,unwomen.org,TRUE
6171,tf1info.fr,TRUE
6172,videojs.com,TRUE
6174,metropoles.com,TRUE
6177,9apps.com,TRUE
6178,faceit.com,TRUE
6182,cricketwireless.com,TRUE
6183,skylinewebcams.com,TRUE
6185,123rf.com,TRUE
6195,calm.com,TRUE
6197,theonion.com,TRUE
6199,gbooking.ru,TRUE
6200,feishu.cn,TRUE
6203,telecinco.es,TRUE
6205,host-food.ru,TRUE
6211,filmaffinity.com,TRUE
6215,kandji.io,TRUE
6216,researchnow.com,TRUE
6217,icims.com,TRUE
6218,csiro.au,TRUE
6219,capgemini.com,TRUE
6220,hostiman.com,TRUE
6221,gridx.ai,TRUE
6222,netapp.com,TRUE
6223,newsnow.co.uk,TRUE
6227,weathernews.jp,TRUE
6228,atptour.com,TRUE
6235,ilgiornale.it,TRUE
6237,vidyard.com,TRUE
6238,ugg.com,TRUE
6241,zdbb.net,TRUE
6244,boozt.com,TRUE
6247,sitehost.co.nz,TRUE
6248,datemyage.com,TRUE
6251,worldwildlife.org,TRUE
6253,solitaired.com,TRUE
6255,abplive.com,TRUE
6258,warframe.com,TRUE
6259,hk01.com,TRUE
6261,about.google,TRUE
6262,platinumai.net,TRUE
6263,mixi.jp,TRUE
6267,meinbezirk.at,TRUE
6268,lidl.de,TRUE
6271,iqm.com,TRUE
6272,dailyrecord.co.uk,TRUE
6273,mydramalist.com,TRUE
6274,attconsumer.biz,TRUE
6275,kobo.com,TRUE
6278,unm.edu,TRUE
6282,amazon.eg,TRUE
6285,kmv.ru,TRUE
6287,globe.com.ph,TRUE
6292,sozcu.com.tr,TRUE
6293,iowa.gov,TRUE
6295,softwareadvice.com,TRUE
6300,kr-weathernews.com,TRUE
6301,mercadolibre.com.co,TRUE
6304,apkpure.com,TRUE
6306,rpi.edu,TRUE
6307,exblog.jp,TRUE
6311,rug.nl,TRUE
6313,tradeinn.com,TRUE
6315,zbporn.com,TRUE
6317,irecommend.ru,TRUE
6318,jsonline.com,TRUE
6319,northeastern.edu,TRUE
6322,mendixcloud.com,TRUE
6324,datatables.net,TRUE
6325,ambito.com,TRUE
6327,filimo.com,TRUE
6331,covers.com,TRUE
6332,isna.ir,TRUE
6334,blocket.se,TRUE
6335,edmentum.com,TRUE
6340,vxxx.com,TRUE
6342,zakon.kz,TRUE
6344,nzz.ch,TRUE
6350,kemdikbud.go.id,TRUE
6351,r7.com,TRUE
6352,afr.com,TRUE
6354,cbsi.com,TRUE
6356,superchatlive.com,TRUE
6357,navyfederal.org,TRUE
6361,suara.com,TRUE
6364,medicare.gov,TRUE
6366,snapp.ir,TRUE
6367,firebaseapp.com,TRUE
6368,euractiv.com,TRUE
6372,zedge.net,TRUE
6376,dnb.com,TRUE
6379,hostingradio.ru,TRUE
6386,cifraclub.com.br,TRUE
6387,lepoint.fr,TRUE
6388,statnews.com,TRUE
6390,c-span.org,TRUE
6397,hentaifox.com,TRUE
6400,vonage.com,TRUE
6405,csod.com,TRUE
6406,rbc.ua,TRUE
6413,hsbc.com,TRUE
6414,iol.pt,TRUE
6415,movavi.com,TRUE
6417,forexfactory.com,TRUE
6420,catchthemes.com,TRUE
6421,audacy.com,TRUE
6423,sportbox.ru,TRUE
6425,iol.co.za,TRUE
6426,asics.com,TRUE
6428,money.pl,TRUE
6432,doxygen.nl,TRUE
6433,jiosaavn.com,TRUE
6434,overclockers.ru,TRUE
6435,topwar.ru,TRUE
6439,empik.com,TRUE
6443,journaldemontreal.com,TRUE
6446,ruten.com.tw,TRUE
6447,transfermarkt.com,TRUE
6449,decolar.com,TRUE
6450,williamhill.com,TRUE
6451,boxofficemojo.com,TRUE
6452,frontapp.com,TRUE
6454,immowelt.de,TRUE
6456,rtvslo.si,TRUE
6459,basalam.com,TRUE
6460,qiita.com,TRUE
6461,liquipedia.net,TRUE
6462,jpmorgan.com,TRUE
6467,aappublications.org,TRUE
6468,getresponse.com,TRUE
6469,mercadolibre.cl,TRUE
6473,asm.org,TRUE
6474,dhnet.be,TRUE
6483,rogers.com,TRUE
6485,ashemaletube.com,TRUE
6486,mumsnet.com,TRUE
6489,usertesting.com,TRUE
6491,reverb.com,TRUE
6493,elcorreo.com,TRUE
6495,thanhnien.vn,TRUE
6496,grafana.net,TRUE
6497,active24.cz,TRUE
6498,infourok.ru,TRUE
6500,ifood.tv,TRUE
6502,centurygame.com,TRUE
6509,ghanaweb.com,TRUE
6511,lmco.com,TRUE
6512,fitgirl-repacks.site,TRUE
6515,allabout.co.jp,TRUE
6517,tutsplus.com,TRUE
6520,medicalxpress.com,TRUE
6521,appleinsider.com,TRUE
6524,footballi.net,TRUE
6529,articulate.com,TRUE
6531,webland.ch,TRUE
6533,daraz.com.bd,TRUE
6538,marvel.com,TRUE
6540,site123.me,TRUE
6541,gcash.com,TRUE
6543,opentext.com,TRUE
6544,yg5sjx5kzy.com,TRUE
6546,univision.com,TRUE
6549,fragrantica.com,TRUE
6550,qunar.com,TRUE
6553,inverse.com,TRUE
6556,speakerdeck.com,TRUE
6557,radio-canada.ca,TRUE
6558,natalie.mu,TRUE
6559,above.com,TRUE
6560,thairath.co.th,TRUE
6568,nab.com.au,TRUE
6572,msport.com,TRUE
6573,wordstream.com,TRUE
6575,thespruceeats.com,TRUE
6577,indiewire.com,TRUE
6578,letelegramme.fr,TRUE
6579,javatpoint.com,TRUE
6580,cian.ru,TRUE
6585,journaldesfemmes.fr,TRUE
6586,yellowpages.com,TRUE
6587,imptracking.com,TRUE
6591,spiceworks.com,TRUE
6592,gyazo.com,TRUE
6596,imunify360.com,TRUE
6597,chronicle.com,TRUE
6601,detroitnews.com,TRUE
6602,ricoh.com,TRUE
6603,videonow.ru,TRUE
6604,costco.ca,TRUE
6607,thisisdax.com,TRUE
6609,ledauphine.com,TRUE
6611,olark.com,TRUE
6613,anime-planet.com,TRUE
6614,babycenter.com,TRUE
6616,nfpa.org,TRUE
6620,hani.co.kr,TRUE
6622,resetera.com,TRUE
6623,ifixit.com,TRUE
6624,namefind.com,TRUE
6629,audioeye.com,TRUE
6632,mercadopago.com.ar,TRUE
6633,proxysite.com,TRUE
6636,authorize.net,TRUE
6639,allmusic.com,TRUE
6642,goldenfrog.com,TRUE
6647,sheknows.com,TRUE
6648,muni.cz,TRUE
6651,basketball-reference.com,TRUE
6652,wish.com,TRUE
6653,aa.com.tr,TRUE
6654,ccleaner.com,TRUE
6657,pathofexile.com,TRUE
6658,nrich.ai,TRUE
6659,humblebundle.com,TRUE
6660,videa.hu,TRUE
6661,freecodecamp.org,TRUE
6665,runescape.wiki,TRUE
6667,bunshun.jp,TRUE
6670,hkjc.com,TRUE
6672,24tv.ua,TRUE
6674,thrillist.com,TRUE
6675,pima.edu,TRUE
6677,geetest.com,TRUE
6678,versus.com,TRUE
6680,faroutmagazine.co.uk,TRUE
6681,5ch.net,TRUE
6687,symphony.com,TRUE
6691,midilibre.fr,TRUE
6695,l-tike.com,TRUE
6696,rb.gy,TRUE
6702,okdiario.com,TRUE
6703,sbb.rs,TRUE
6708,ucf.edu,TRUE
6709,relap.io,TRUE
6712,tz.de,TRUE
6716,vedantu.com,TRUE
6718,njav.tv,TRUE
6719,codecanyon.net,TRUE
6726,helpguide.org,TRUE
6727,tsa.gov,TRUE
6728,kff.org,TRUE
6729,underarmour.com,TRUE
6730,palmettostatearmory.com,TRUE
6736,viva.co.id,TRUE
6739,bitchute.com,TRUE
6740,swissinfo.ch,TRUE
6741,etoro.com,TRUE
6744,olx.in,TRUE
6745,ledger.com,TRUE
6747,alltel24.ru,TRUE
6753,plannedparenthood.org,TRUE
6757,blackrussia.online,TRUE
6758,leprogres.fr,TRUE
6760,gmw.cn,TRUE
6761,picrew.me,TRUE
6763,skynewsarabia.com,TRUE
6764,firstcry.com,TRUE
6767,diamond.jp,TRUE
6768,vhlcentral.com,TRUE
6770,irctc.co.in,TRUE
6773,pingdom.com,TRUE
6777,twitcasting.tv,TRUE
6779,ensonhaber.com,TRUE
6781,sport-express.ru,TRUE
6782,express.de,TRUE
6784,aweber.com,TRUE
6790,unodc.org,TRUE
6792,yaklass.ru,TRUE
6795,steelseries.com,TRUE
6796,cumhuriyet.com.tr,TRUE
6797,townnews.com,TRUE
6798,jagran.com,TRUE
6800,podtrac.com,TRUE
